App Name,Rating,Google Ratings,Reviews (Dataset),Genre,log_ratings,log_reviews,z_rating,z_log_ratings,z_log_reviews,genre_bonus,z_genre,Composite Score,Rank
Learn Spanish Fast: Course,3.9,10321.0,6,Education,9.242032818708672,1.9459101490553132,-1.6639732526480135,-0.26640894504039875,-0.43989171739146354,1.0,0.27111385490794915,-0.8063789425588228,75
PONS Vocabulary Trainer,3.94,5809.0,4,Education,8.667335849845957,1.6094379124341003,-1.5450480093800227,-0.46853041479657215,-0.6330327275452834,1.0,0.27111385490794915,-0.8580734882092426,76
Noji: Study with Flashcards,3.75,24896.0,8,Education,10.122502593266558,2.1972245773362196,-2.109942914902979,0.0432531108804813,-0.29563279418334354,1.0,0.27111385490794915,-0.8630164060429211,77
QuillBot - AI Writing Keyboard,4.08,17216.0,3,Productivity,9.753652546776472,1.3862943611198906,-1.1288096579420543,-0.08647180077816774,-0.761121069522382,0.8,-2.47014845582799,-0.8767044628975476,78
Rozum — Learn new words daily,4.27,202.0,0,Education,5.313205979041787,0.0,-0.5639147524190995,-1.6481810758773514,-1.556878532206183,1.0,0.27111385490794915,-1.004284544681287,79
Learn Dutch with Flashcards!,4.22,125.0,1,Education,4.836281906951478,0.6931471805599453,-0.7125713065040874,-1.8159157249807816,-1.1589998008642826,1.0,0.27111385490794915,-1.034491814777931,80
LangLearn: Language learning,3.92,1719.0,0,Education,7.450079569807499,0.0,-1.604510631014018,-0.8966406045513368,-1.556878532206183,1.0,0.27111385490794915,-1.19506075472145,81
LearnSpanish for Kids Game App,4.05,134.0,1,Education,4.90527477843843,0.6931471805599453,-1.2180035903930482,-1.7916508665541964,-1.1589998008642826,1.0,0.27111385490794915,-1.22938527080554,82
3000 Most Common Dutch Words,4.0,99.0,2,Education,4.605170185988092,1.0986122886681098,-1.3666601444780362,-1.8971979367374212,-0.9262556631947633,1.0,0.27111385490794915,-1.2739631859605987,83
Leitner Box Flashcards,4.06,141.0,0,Education,4.955827057601261,0.0,-1.1882722795760512,-1.7738715819615944,-1.556878532206183,1.0,0.27111385490794915,-1.2917347073693404,84
"Memorang: Flashcards, Test Pre",4.14,39.0,0,Education,3.6888794541139363,0.0,-0.9504217930400694,-2.219458257366684,-1.556878532206183,1.0,0.27111385490794915,-1.3302705153764744,85
Simply Learn Dutch,4.18,648.0,5,Travel & Local,6.47543271670409,1.791759469228055,-0.8314965497720784,-1.2394248284395073,-0.5283769318528628,0.6,-5.211410766563931,-1.3312425314676495,86
Dutch For Kids And Beginners,3.78,485.0,1,Education,6.186208623900494,0.6931471805599453,-2.020748982451986,-1.3411452165634326,-1.1589998008642826,1.0,0.27111385490794915,-1.415331732631886,87
"Ginger Writer, Grammar Speller",3.95,953.0,0,Productivity,6.860663671448287,0.0,-1.5153166985630242,-1.103938735790442,-1.556878532206183,0.8,-2.47014845582799,-1.4956988521863779,88
Flashcards Maker,3.57,1348.0,1,Education,7.207118856207756,0.6931471805599453,-2.645106509608938,-0.9820901182715311,-1.1589998008642826,1.0,0.27111385490794915,-1.5573582140070963,89
AI Grammar Checker for English,3.46,31386.0,2,Productivity,10.354149073430555,1.0986122886681098,-2.9721509285959127,0.1247233979558529,-0.9262556631947633,0.8,-2.47014845582799,-1.583709330273361,90
Vocabulary.com,3.82,934.0,0,Books & Reference,6.840546529288687,0.0,-1.9018237391839954,-1.1110139537938337,-1.556878532206183,0.6,-5.211410766563931,-1.9265504649093779,91
